SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00028888,UNKNOWN,S0336,Out of State Parking Violation (ROSA),PARKENFO,Parking Enforcement,2/6/2014 6:58:23 PM,CLOSED,1,DPW,N,,UNKNOWN,2/7/2014 6:58:16 AM,3/25/2014 6:58:23 PM,,,2/6/2014 6:58:23 PM,1/3/2015 12:01:18 PM,1414 MONTAGUE STREET NW,38.95908924461380,-77.03434430601940,20011,255995,98592,98592,4,4A,4A07,FOURTH,403,18,NONE,NONE,NONE,PHONE
14-00028889,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 7:02:44 PM,CLOSED,1,DPW,N,,UNKNOWN,2/7/2014 6:08:19 PM,3/3/2014 7:02:44 PM,,,2/6/2014 7:02:44 PM,10/16/2014 1:06:29 PM,700 13TH STREET NE,38.89908783807040,-76.98849397310870,20002,247,1415,1415,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00028890,UNKNOWN,S0021,Bicycle Issues,TRPOPLAD,Transportation Policy & Planning Administration,2/6/2014 7:03:57 PM,CLOSED,1,DDOT,N,5/27/2014 8:51:21 AM,UNKNOWN,5/27/2014 8:48:16 AM,,"Comments update:  14-00028890-Possibly abandoned brown bike ""Good Vibrations"" - flat rear tire, rusted, locked to pole on 15th Street, NW north of V Street, NW in front of apartment building.TENBROOK, CHARLES H: Combined with requests 1307066,1309105,1314546  By TENBROOK, CHARLES H: 5/27/2014 8:47:30 AM no bike found at this location.  ",,2/6/2014 7:03:57 PM,5/27/2014 9:11:15 AM,2001 15TH STREET NW,38.91747250309730,-77.03417182438810,20009,239975,83249,83249,1,1B,1B04,THIRD,301,3,NONE,NONE,NONE,WEB
14-00028891,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 7:04:38 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:17 PM,2/13/2014 7:04:38 PM,Comments update:  14-00028891-Broken Parking Meter  Meter Found Working,,2/6/2014 7:04:38 PM,2/12/2014 10:07:21 AM,800 - 899 BLOCK 18TH STREET NW,38.90077425685020,-77.04170017750960,,0,456234,392262,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028892,UNKNOWN,S0021,Bicycle Issues,TRPOPLAD,Transportation Policy & Planning Administration,2/6/2014 7:05:19 PM,CLOSED,1,DDOT,N,6/2/2014 4:02:25 PM,UNKNOWN,6/2/2014 3:56:35 PM,,"Comments update:  14-00028892-Bike frame only on 21st Street, NW in the 800 block on the east side in front of the CVS, previously reported likely abandoned.Combined to request - 1311261 By TENBROOK, CHARLES H: 6/2/2014 3:56:35 PM no bike found at this location for pick up ",,2/6/2014 7:05:19 PM,6/2/2014 4:37:19 PM,805 21ST STREET NW,38.89982785636430,-77.04621941285490,20006,240947,83898,83898,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,WEB
14-00028893,UNKNOWN,S0021,Bicycle Issues,TRPOPLAD,Transportation Policy & Planning Administration,2/6/2014 7:06:43 PM,CLOSED,1,DDOT,N,2/28/2014 2:13:33 PM,UNKNOWN,2/28/2014 2:10:15 PM,,"Comments update:  14-00028893-Bike frame only, tagged, long in place, likely abandoned on the east side of 21st Street, NW just north of Penn. Ave, NW and south of K Street, NW; previously reported. By TENBROOK, CHARLES H: 2/28/2014 2:10:15 PM NOTHING FOUND AT THIS LOCATION ",,2/6/2014 7:06:43 PM,2/28/2014 2:36:13 PM,21ST STREET NW & PENNSYLVANIA AVENUE NW,38.90131844368840,-77.04665257853820,,0,278460,278647,2,2A,2A06,SECOND,207,6,NONE,NONE,NONE,WEB
14-00028894,UNKNOWN,FESAADNU,FEMS - Smoke Alarm Application,FEMSMOAL,FEMS - Smoke Alarms,2/6/2014 7:10:11 PM,CLOSED,1,FEMS,N,,UNKNOWN,2/11/2014 5:28:39 PM,,,,2/6/2014 7:10:11 PM,12/12/2014 7:33:32 AM,1514 MONROE STREET NE,38.93311245081480,-76.98364347020220,20017,61864,37980,37980,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,WEB
14-00028895,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 7:10:16 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 5:22:33 AM,UNKNOWN,2/12/2014 5:18:08 AM,2/10/2014 7:10:16 PM,"Comments update:  14-00028895-Streetlight Repair 2950 Chain Bridge Road Northwest, Washington, DC 20016, USA Repairs Completed",,2/6/2014 7:10:16 PM,2/12/2014 10:36:13 AM,2950 CHAIN BRIDGE ROAD NW,38.92955273450370,-77.09654228560860,20016,224723,67449,67449,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,OPEN311
14-00028896,UNKNOWN,S0181,Illegal Dumping,SWMSWEDU,Illegal Dumping,2/6/2014 7:10:36 PM,CLOSED,1,DPW,Y,2/10/2014 5:00:00 PM,Nothing Found/No Cause for Action - Close SR,2/10/2014 5:01:33 PM,2/13/2014 7:10:36 PM,"Per Inspector Ingea, no violation was observed at time of inspection. Thank you. IJ",,2/6/2014 7:10:36 PM,2/10/2014 5:36:38 PM,1210 OATES STREET NE,38.90542071860870,-76.987679691030,20002,71642,45780,45780,5,5B,5B07,FIFTH,506,23,NONE,NONE,NONE,OPEN311
14-00028897,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 7:12:14 PM,CLOSED,1,DPW,Y,2/6/2014 9:07:00 PM,Not Enforceable - Close SR,2/6/2014 9:08:22 PM,2/10/2014 7:12:14 PM,SERVICES NO LONGER NEEDED 0FFICER MR DONALDSON @ 8:39PM,,2/6/2014 7:12:14 PM,1/3/2015 12:01:18 PM,1548 BENNING ROAD NE,38.90037847312210,-76.98042398701180,20002,297808,133197,133197,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,PHONE
14-00028898,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 7:18:22 PM,CLOSED,1,DDOT,N,2/7/2014 3:06:33 PM,UNKNOWN,2/7/2014 3:03:08 PM,2/13/2014 7:18:22 PM,Comments update:  14-00028898-Broken Parking Meter  Meter Found Working,,2/6/2014 7:18:22 PM,2/8/2014 6:35:24 PM,700 - 899 BLOCK CONSTITUTION AVENUE NW,38.89207825698610,-77.02293106738750,,0,455577,391605,2,2C,2C03,FIRST,101,NONE,NONE,NONE,NONE,OPEN311
14-00028899,UNKNOWN,S0336,Out of State Parking Violation (ROSA),PARKENFO,Parking Enforcement,2/6/2014 7:20:11 PM,CLOSED,1,DPW,N,,UNKNOWN,2/7/2014 6:59:54 AM,3/25/2014 7:20:11 PM,,,2/6/2014 7:20:11 PM,2/7/2014 7:34:53 AM,1232 FAIRMONT STREET NW,38.92453615305780,-77.02901652811680,20009,231870,74875,74875,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,OPEN311
14-00028900,UNKNOWN,TRUREPOR,TRU Report,TRU311,TRU - 311,2/6/2014 7:26:09 PM,CLOSED,1,Call Center,N,,Complete - Close SR,2/6/2014 8:33:37 PM,,,,2/6/2014 7:26:09 PM,2/6/2014 9:08:05 PM,310 20TH STREET NE,38.89381784880080,-76.97644717618770,20002,40850,27166,27166,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,PHONE
14-00028901,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 7:35:22 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 3:03:59 PM,3/3/2014 7:35:22 PM,,,2/6/2014 7:35:22 PM,9/9/2014 2:45:51 PM,1846 MINNESOTA AVENUE SE,38.87023285571750,-76.97759531420320,20020,54715,28176,28176,8,8A,8A02,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00028902,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 7:36:14 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:25 PM,2/13/2014 7:36:14 PM,Comments update:  14-00028902-Broken Parking Meter  Meter Found Working,,2/6/2014 7:36:14 PM,2/12/2014 10:07:21 AM,1900 - 1999 BLOCK 9TH STREET NW,38.91628060127920,-77.02396648288470,,0,454875,390903,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,OPEN311
14-00028903,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 7:36:41 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:25 PM,2/13/2014 7:36:41 PM,Comments update:  14-00028903-Broken Parking Meter  Meter Found Working,,2/6/2014 7:36:41 PM,2/12/2014 10:07:21 AM,2000 - 2099 BLOCK I STREET NW,38.90069214019530,-77.04577498023280,,0,476443,409866,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00028904,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 7:40:20 PM,CLOSED,1,DDOT,N,2/8/2014 2:50:30 PM,UNKNOWN,2/8/2014 2:50:30 PM,2/11/2014 7:40:20 PM,"POTHOLE STREET REPAIR ( WO # 405528 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/6/2014 7:40:20 PM,11/4/2014 12:35:55 PM,5700 NEW HAMPSHIRE AVENUE NE,38.95896043671660,-77.00779015939030,20011,7233,5606,5606,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,PHONE
14-00028905,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 7:42:30 PM,OVERDUE CLOSED,1,DDOT,N,9/12/2014 12:39:09 PM,UNKNOWN,10/1/2014 9:55:14 AM,2/10/2014 7:42:30 PM,"Comments update:  14-00028905-3-4 lights out on this street By SARTIN, LANEL: 9/12/2014 12:35:24 PM This service request can be closed.  Work was either completed 100% or this is a duplicate.  Anything prior to the Current Streetlight contract can be closed per Jama Abdi on 9-12-2014. ",,2/6/2014 7:42:30 PM,1/3/2015 12:01:18 PM,3197 APPLE ROAD NE,38.92435427610270,-76.96216792382560,20018,287740,126579,126579,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,PHONE
14-00028906,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/6/2014 7:43:05 PM,OVERDUE OPEN,1,Call Center,N,,Complete,,2/6/2014 8:43:05 PM,R2014017910,,2/6/2014 7:43:05 PM,2/7/2014 12:36:11 AM,716 I STREET SE,38.87944177295640,-76.99553722402930,20003,77372,50524,50524,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,WEB
14-00028907,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 7:45:28 PM,CLOSED,1,DDOT,N,2/7/2014 3:06:33 PM,UNKNOWN,2/7/2014 3:03:08 PM,2/13/2014 7:45:28 PM,Comments update:  14-00028907-Broken Parking Meter  Meter Found Working,,2/6/2014 7:45:28 PM,2/8/2014 6:35:24 PM,1000 - 1099 BLOCK 12TH STREET NW,38.90312907125230,-77.02808235959270,,0,460070,395756,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00028908,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 7:46:55 PM,CLOSED,1,DPW,Y,2/6/2014 9:03:00 PM,Observed Vehicle - Close SR,2/6/2014 9:04:20 PM,2/10/2014 7:46:55 PM,SIGNS POSTED FROM 2-10-14TO 2-11-14EXP. BDG 217,,2/6/2014 7:46:55 PM,2/6/2014 9:35:37 PM,223 8TH STREET NE,38.89283134499580,-76.99471289510660,20002,49786,20469,20469,6,6A,6A03,FIRST,107,25,NONE,NONE,NONE,PHONE
14-00028909,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/6/2014 7:49:52 PM,OVERDUE OPEN,1,Call Center,N,,Complete,,2/6/2014 8:49:52 PM,R2014017912,,2/6/2014 7:49:52 PM,2/7/2014 12:36:11 AM,716 I STREET SE,38.87944177295640,-76.99553722402930,20003,77372,50524,50524,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,WEB
14-00028910,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 7:53:17 PM,OVERDUE CLOSED,1,DDOT,N,9/12/2014 12:39:09 PM,UNKNOWN,10/1/2014 9:55:14 AM,2/10/2014 7:53:17 PM,"Comments update:  14-00028910-metal pole By SARTIN, LANEL: 9/12/2014 12:35:27 PM This service request can be closed.  Work was either completed 100% or this is a duplicate.  Anything prior to the Current Streetlight contract can be closed per Jama Abdi on 9-12-2014. ",,2/6/2014 7:53:17 PM,10/1/2014 11:12:50 AM,RENO ROAD NW & WINDOM PLACE NW,38.94556185584210,-77.07099630772590,,0,277115,277302,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00028911,UNKNOWN,HYPSHEIN,Hypothermia Shelter Information,311CALCE,311 Call Center,2/6/2014 7:56:55 PM,OPEN,1,Call Center,N,,UNKNOWN,,,,,2/6/2014 7:56:55 PM,1/3/2015 12:01:18 PM,120 VARNUM STREET NW,38.94308919882620,-77.01378613189080,20011,244527,87720,87720,4,4C,4C10,FOURTH,407,18,NONE,NONE,NONE,PHONE
14-00028912,UNKNOWN,S0316,Recycling Cart Delivery,SWMCOLCO,swm- collections-recycling containers,2/6/2014 7:57:29 PM,CLOSED,1,swm- collections-recycling containers,N,2/18/2014 1:42:00 PM,Complete,2/18/2014 1:48:50 PM,3/7/2014 7:57:29 PM,Closed after 10 days with no payment received,,2/6/2014 7:57:29 PM,2/18/2014 2:06:41 PM,1812 T STREET NW,38.91539470453680,-77.04224311357970,20009,241149,84412,84412,2,2B,2B08,SECOND,208,6,NONE,NONE,NONE,WEB
14-00028913,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/6/2014 7:58:21 PM,OVERDUE OPEN,1,Call Center,N,,Complete,,2/6/2014 8:58:21 PM,R2014017918,,2/6/2014 7:58:21 PM,2/7/2014 12:36:11 AM,716 I STREET SE,38.87944177295640,-76.99553722402930,20003,77372,50524,50524,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,WEB
14-00028914,UNKNOWN,S0336,Out of State Parking Violation (ROSA),PARKENFO,Parking Enforcement,2/6/2014 7:59:49 PM,CLOSED,1,DPW,N,,UNKNOWN,2/7/2014 6:56:47 AM,3/25/2014 7:59:49 PM,,,2/6/2014 7:59:49 PM,11/4/2014 12:35:55 PM,5801 5TH STREET NE,38.96068027967720,-77.00080085310840,20011,6488,4479,4479,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,PHONE
14-00028915,UNKNOWN,S0311,Rat Abatement,DEPAHEAL,DOH,2/6/2014 8:05:21 PM,CLOSED,1,DOH,Y,2/20/2014 11:10:00 AM,No evidence of rats -Close,2/26/2014 11:10:30 AM,3/28/2014 8:05:21 PM,On 2/20/14 A Cuff  found no rat burrows in the area; left service notice.,,2/6/2014 8:05:21 PM,2/26/2014 11:38:18 AM,4620 VAN NESS STREET NW,38.94299420304940,-77.091618367763,20016,267359,110238,110238,3,3E,3E01,SECOND,202,11,NONE,NONE,NONE,WEB
14-00028916,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 8:08:23 PM,CLOSED,1,DPW,Y,2/6/2014 9:00:00 PM,Observed Vehicle - Close SR,2/6/2014 9:10:40 PM,2/10/2014 8:08:23 PM,SIGNS POSTED FROM 2-6-14 TO 2-7-14 @ 8:47PM BDG108,,2/6/2014 8:08:23 PM,1/3/2015 12:01:18 PM,1836 INGLESIDE TERRACE NW,38.93476282520990,-77.04258341774220,20010,233827,77130,77130,1,1D,1D03,FOURTH,408,2,NONE,NONE,NONE,PHONE
14-00028917,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 8:08:56 PM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:33:56 PM,2/13/2014 8:08:56 PM,Comments update:  14-00028917-Broken Parking Meter  Meter Found Working,,2/6/2014 8:08:56 PM,2/11/2014 3:07:24 AM,800 - 899 BLOCK 8TH STREET NW,38.90034430466310,-77.02294696085710,,0,454935,390963,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028918,UNKNOWN,SIGNMISS,Sign Missing Investigation,SIGNS,Signs,2/6/2014 8:10:42 PM,CLOSED,1,DDOT,N,2/7/2014 6:26:37 AM,UNKNOWN,2/7/2014 6:21:49 AM,8/13/2014 8:10:42 PM,"Comments update:  14-00028918- By EDMONDS, FRANCINE: 2/7/2014 6:21:49 AM REQUEST CLOSED DUE TO NOT ENOUGH INFORMATION.  PLEASE HAVE CALLER CONTACT SIGN SHOP (202) 698-3600 ",,2/6/2014 8:10:42 PM,2/8/2014 1:07:04 AM,3RD STREET NE & L STREET NE,38.903730753203,-77.00204267203750,,0,142906,142906,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,WEB
14-00028919,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 8:13:41 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:29:06 PM,3/3/2014 8:13:41 PM,,,2/6/2014 8:13:41 PM,12/15/2014 10:03:34 AM,2406 23RD STREET SE,38.86021355443510,-76.97386794153460,20020,47736,25448,25448,8,8B,8B01,SEVENTH,702,36,NONE,NONE,NONE,PHONE
14-00028920,UNKNOWN,S0376,Sign New Investigation,SIGNS,Signs,2/6/2014 8:17:20 PM,CLOSED,1,DDOT,N,2/9/2014 12:31:40 PM,UNKNOWN,2/9/2014 12:28:37 PM,8/13/2014 8:17:20 PM,"Comments update:  14-00028920- By THOMAS, TRACY: 2/9/2014 12:28:37 PM There is not enough information to determine what type of sign is requested please leave a contact name and number for us o discuss. ",,2/6/2014 8:17:20 PM,2/9/2014 1:05:30 PM,2ND STREET NE & L STREET NE,38.90373062625010,-77.00357300438450,,0,142702,142702,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,WEB
14-00028921,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 8:17:50 PM,CLOSED,1,DDOT,N,2/12/2014 12:06:56 AM,UNKNOWN,2/12/2014 12:03:12 AM,2/13/2014 8:17:50 PM,Comments update:  14-00028921-Broken Parking Meter  Meter Found Working,,2/6/2014 8:17:50 PM,2/12/2014 10:36:13 AM,5300 - 5399 BLOCK WISCONSIN AVENUE NW,38.95991233352820,-77.08528818210280,,0,455523,391551,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,OPEN311
14-00028922,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 8:26:36 PM,CLOSED,1,DPW,Y,2/6/2014 9:46:00 PM,Vehicle Gone on Arrival - Close SR,2/6/2014 9:46:17 PM,2/10/2014 8:26:36 PM,GOA @ 9:46 PM,,2/6/2014 8:26:36 PM,11/4/2014 12:35:55 PM,712 F STREET NE,38.89753987579490,-76.99563108086610,20002,77039,50630,50630,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00028923,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 8:46:14 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:25 PM,2/13/2014 8:46:14 PM,Comments update:  14-00028923-Broken Parking Meter  Meter Found Working,,2/6/2014 8:46:14 PM,2/12/2014 10:07:21 AM,1300 - 1499 BLOCK MASSACHUSETTS AVENUE NW,38.90569951091220,-77.03209385111660,,0,457244,393316,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,OPEN311
14-00028924,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 8:50:36 PM,CLOSED,1,DDOT,N,2/7/2014 8:22:24 AM,UNKNOWN,2/8/2014 7:07:45 AM,2/11/2014 8:50:36 PM,"STREET INSPECTION ( WO # 405164 )Projected Start:  FEB 05, 2014    Finish: FEB 06, 2014   Actual Start:  N/A             Finish: N/A",,2/6/2014 8:50:36 PM,2/9/2014 12:06:36 AM,4846 RESERVOIR ROAD NW,38.91596807944440,-77.09666249630280,20007,224591,67916,67916,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,WEB
14-00028925,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 8:57:34 PM,CLOSED,1,DPW,Y,2/6/2014 9:57:00 PM,Ticket Issued - Close SR,2/6/2014 9:58:09 PM,2/10/2014 8:57:34 PM,1 NOI ISSUED #8124623791 @ 9:50 PM PER BADGE 431,,2/6/2014 8:57:34 PM,1/3/2015 12:01:18 PM,935 M STREET NW,38.90588919001460,-77.02546130925450,20001,276019,118222,118222,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,PHONE
14-00028926,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 8:58:06 PM,OVERDUE CLOSED,1,DDOT,N,2/11/2014 3:08:57 AM,UNKNOWN,2/11/2014 3:03:08 AM,2/10/2014 8:58:06 PM,Comments update:  14-00028926-Repairs Completed,,2/6/2014 8:58:06 PM,2/11/2014 6:15:40 AM,2120 YORKTOWN ROAD NW,38.98852154209970,-77.04733159135420,20012,243426,86629,86629,4,4A,4A01,FOURTH,401,16,NONE,NONE,NONE,WEB
14-00028927,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 8:59:59 PM,CLOSED,1,DPW,Y,2/6/2014 9:48:00 PM,Not Enforceable - Close SR,2/6/2014 9:48:22 PM,2/10/2014 8:59:59 PM,NO VIOLATION @ 9:32 PM PER BADGE 217,,2/6/2014 8:59:59 PM,1/3/2015 12:01:18 PM,525 2ND STREET NE,38.89693383005730,-77.00323444132140,20002,11114,6204,6204,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00028928,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 9:03:56 PM,CLOSED,1,DDOT,N,2/7/2014 10:39:04 AM,UNKNOWN,2/7/2014 10:33:08 AM,2/10/2014 9:03:56 PM,Comments update:  14-00028928-No Action Taken,,2/6/2014 9:03:56 PM,2/8/2014 10:06:50 AM,82 SEATON PLACE NW,38.91465099657780,-77.01173453669080,20001,227118,70156,70156,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,WEB
14-00028929,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 9:17:10 PM,CLOSED,1,DPW,Y,2/7/2014 12:19:00 AM,Ticket Issued - Close SR,2/7/2014 1:36:00 AM,2/10/2014 9:17:10 PM,badge 132 issued 1 citation  8124580240 @12:19am    db,,2/6/2014 9:17:10 PM,2/7/2014 2:07:36 AM,1657 31ST STREET NW,38.912080797936,-77.06221597820380,20007,273069,115862,115862,2,2E,2E07,SECOND,206,4,NONE,NONE,NONE,PHONE
14-00028930,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 9:20:15 PM,CLOSED,1,DPW,Y,2/7/2014 11:50:00 PM,Not Enforceable - Close SR,2/7/2014 12:22:22 AM,2/10/2014 9:20:15 PM,per badge 170 there is no violation @11:50pm   db,,2/6/2014 9:20:15 PM,2/7/2014 12:36:11 AM,1729 NEW JERSEY AVENUE NW,38.91340823563410,-77.01730107484910,20001,237186,80177,80177,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,OPEN311
14-00028931,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 9:25:25 PM,CLOSED,1,DDOT,N,2/7/2014 10:39:04 AM,UNKNOWN,2/7/2014 10:33:09 AM,2/10/2014 9:25:25 PM,"Comments update:  14-00028931-I have put in two service requests about this, numbers 012028 and 14-00019886. Someone came and straightened up the light post and fixed the precariously dangling glass top. However, the new light is not working and neither aNo Action Taken",,2/6/2014 9:25:25 PM,2/8/2014 10:06:50 AM,127 SEATON PLACE NW,38.91495306810180,-77.01321534732560,20001,218072,61185,61185,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,WEB
14-00028932,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 9:37:23 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 3:07:17 AM,UNKNOWN,2/12/2014 3:03:07 AM,2/10/2014 9:37:23 PM,Comments update:  14-00028932-Caller stated light is frequently coming on and offNo Action Taken,,2/6/2014 9:37:23 PM,2/12/2014 10:36:13 AM,78 O STREET NW,38.90837661805580,-77.01153150677310,20001,237040,80343,80343,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,PHONE
14-00028933,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 9:40:15 PM,CLOSED,1,DDOT,N,2/7/2014 1:28:29 PM,UNKNOWN,2/7/2014 1:28:33 PM,2/11/2014 9:40:15 PM,"POTHOLE STREET REPAIR ( WO # 405530 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 9:40:15 PM,2/8/2014 4:05:20 PM,317 H STREET NW,38.90038676569390,-77.01599349456560,20001,237743,81057,81057,6,6C,6C01,FIRST,103,8,NONE,NONE,NONE,OPEN311
14-00028934,UNKNOWN,TRUREPOR,TRU Report,TRU311,TRU - 311,2/6/2014 9:45:22 PM,CLOSED,1,Call Center,N,,Complete - Close SR,2/6/2014 10:27:21 PM,,RADIO ZONE,,2/6/2014 9:45:22 PM,2/6/2014 11:06:51 PM,4301 3RD STREET SE,38.82984457769420,-77.00246115435490,20032,295768,131585,131585,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00028935,UNKNOWN,S0459,Tree Removal,URBAFORR,Urban Forrestry,2/6/2014 10:05:58 PM,CLOSED,1,DDOT,N,2/19/2014 1:07:39 PM,UNKNOWN,3/13/2014 12:53:55 PM,3/4/2015 10:05:58 PM,"Comments update:  14-00028935-Please remove dead tree from across from 3316 Mount Pleasant St NW By MILLER, JANET: 2/19/2014 1:03:28 PM tree is not dead as per inspection.  pruning scheduled.  noted old posted sign attached to tree and contacted contractor about schedule.  no tree removal needed at this time. ",,2/6/2014 10:05:58 PM,3/13/2014 1:07:27 PM,3316 MOUNT PLEASANT STREET NW,38.93316587236170,-77.04018313825430,20010,233712,77015,77015,1,1D,1D01,FOURTH,408,2,NONE,NONE,NONE,WEB
